datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,WSL,Wind
2025-12-20 23:00:00,63.645257,6270.058845,1611.627754,12786.724866999999,36.42057,5102.461276,297.637398,0.001962,-1483.514618,21866.659649
2025-12-21 00:00:00,63.5108,6552.378132,1848.835459,14056.798726,15.264817,5102.107729,228.691378,0.000294,-1036.109396,17602.411331
2025-12-21 01:00:00,63.66839,6232.8791360000005,1660.963669,13353.655579,11.254663,5103.454839,150.876044,0.000276,-829.139018,17456.507122
2025-12-21 02:00:00,63.726192999999995,6119.282442,1796.808145,13471.281819,15.638778,5103.226751,72.910723,0.004988,-748.026676,16557.378879
2025-12-21 03:00:00,63.734472,6110.438586,1841.253171,12898.154508,23.769131,5104.084774999999,177.939386,0.000318,-552.475707,16491.55055
2025-12-21 04:00:00,63.753235000000004,6103.878724,1712.885926,12467.310182000001,23.834594000000003,5104.564955,202.353488,0.019069,-184.497168,16346.735975
2025-12-21 05:00:00,63.810905000000005,6116.5070940000005,1752.221221,13504.419618,72.560796,5103.895321,277.732268,0.000276,-130.680703,15227.460224
2025-12-21 06:00:00,63.800108,6709.937208,1974.618272,15609.313081,142.49784499999998,5104.610803,642.449783,0.000306,-101.753024,12642.094006
2025-12-21 07:00:00,63.644102000000004,7955.329874,2394.428761,17114.895392,138.102869,5104.8717799999995,1155.7906349999998,34.918513,-131.764952,10143.274038
2025-12-21 08:00:00,63.249038,8344.445415,2314.988252,17003.978123,52.062936,5105.168582,1270.493845,3068.602586,-631.1456909999999,8854.426327000001
2025-12-21 09:00:00,62.889438999999996,8337.219519,2111.995817,16548.061109,23.969414999999998,5104.669657,292.56633,11100.643929,-1946.522452,5456.455565
2025-12-21 10:00:00,62.845475,8234.577508,1983.204712,16463.041992,23.84147,5103.410761,64.893284,13951.29161,-1542.641509,3700.9650840000004
2025-12-21 11:00:00,62.792224,8341.258792,1967.241438,16326.169272,23.817757999999998,5104.080485,43.668349,15047.800846999999,-1014.449079,2734.994401
2025-12-21 12:00:00,62.435596000000004,8630.569813,2042.500216,16561.391014,23.893346,5103.021565,97.379216,15546.568614,-654.906478,1668.272457
2025-12-21 13:00:00,62.759783,8454.670722,1969.930157,16595.502107,23.82328,5101.254797,65.430446,16719.506729,-637.516713,1309.280193
2025-12-21 14:00:00,62.861016,8582.692005,2226.65294,16979.370791,23.954651,5102.356414,164.678864,16588.297404,-975.658681,1255.012177
2025-12-21 15:00:00,62.868695,8702.472044,2841.51372,17424.964194,23.896856,5100.170387,40.609539,15815.55763,-1126.106013,1451.22687
2025-12-21 16:00:00,62.958709,8984.205757,4023.923286,18816.118115999998,23.89692,5099.4708869999995,369.11876,11387.091637,-543.3405809999999,2236.657407
2025-12-21 17:00:00,68.360201,9348.614726,5939.184988,20983.15689,23.963441,5101.975708,3330.232146,2213.9149700000003,-116.357257,3737.115818
2025-12-21 18:00:00,63.401931000000005,9384.999695,6187.570201,20765.416826,24.222635,5102.415849999999,4151.64695,1.124759,-162.753933,5536.823499
2025-12-21 19:00:00,63.337309,9261.90828,5971.482594,21047.979654,24.647585,5098.98585,2714.219419,0.030225000000000002,-84.414394,6528.630609
2025-12-21 20:00:00,63.275343,9183.213928000001,5537.531878,21272.257694,24.64021,5101.050746,1606.848329,0.026063,-119.49640600000001,7411.131583
2025-12-21 21:00:00,62.010846,9134.806545,5052.874596,20757.524749,24.637147,5100.001237,852.978288,0.015695999999999998,-254.97038700000002,8592.843221
2025-12-21 22:00:00,61.233362,8655.104013,4090.868991,19712.020925,24.630918,5098.208757,144.45386,0.000312,-702.52261,10525.731595000001
2025-12-21 23:00:00,62.575292000000005,7467.34611,3267.746931,17558.269541,26.097875000000002,5097.6928530000005,23.279473,0.000276,-946.724272,13046.466586999999
2025-12-22 00:00:00,59.784043,6498.373464,2297.3181750000003,13943.584256,19.341845,5095.957659,90.074923,0.110583,-1036.089,17489.636286
2025-12-22 01:00:00,59.725179,6681.8453979999995,2564.081279,13816.028583,25.121932,5097.562765,41.242432,0.000318,-1294.815595,15820.506953
2025-12-22 02:00:00,59.731116,6545.299688,2629.706134,12539.016078,24.768818,5097.668475,8.340252,0.000318,-1215.915627,16151.084609000001
2025-12-22 03:00:00,59.724956,6461.445881,2612.729515,11795.185511,24.791828,5096.500198,22.920953,0.000312,-1256.289354,16693.741289
2025-12-22 04:00:00,59.734468,6505.734245,2575.647534,11670.074007,23.705453,5096.341494,20.044015,0.000288,-957.122735,16918.529668
2025-12-22 05:00:00,59.684923,6654.683722,2684.351523,12825.634578000001,78.259191,5096.9227869999995,61.871097,0.00030000000000000003,-471.432845,16311.676823
2025-12-22 06:00:00,59.385284,6745.576751,2781.884826,14314.169042,141.52475800000002,5096.607887,331.27383699999996,0.004375,-174.53770600000001,16175.128945
2025-12-22 07:00:00,59.493199,7339.407716,2782.035331,14765.318398,137.694638,5097.514129,1106.599036,18.245015,-75.635234,16248.671593
2025-12-22 08:00:00,60.003443,7873.145601,2179.9711310000002,14119.481409,51.464079999999996,5098.123799,1034.629488,2608.9317140000003,-262.089377,15791.970874999999
2025-12-22 09:00:00,59.967798,7451.435903,1409.650337,11980.84702,23.850623,5098.54252,587.063481,10303.026683,-668.2316519999999,13173.026837
2025-12-22 10:00:00,59.753789,7287.295211000001,1320.518966,10611.717061,23.612965,5097.748345,418.608567,14620.44665,-644.803331,11357.327434
2025-12-22 11:00:00,59.130228,6909.78137,1160.112603,9268.623283,23.816267,5097.859609,422.67767200000003,16661.346028,-1357.693939,12974.320956
2025-12-22 12:00:00,59.999064000000004,5794.795511,1124.11537,9472.548687,18.534844,5096.843578,218.838523,18272.749429,-2529.96754,14527.705876
2025-12-22 13:00:00,60.027343,5828.125997,1081.10315,9543.038106,5.028619,5095.207531,132.50724,18270.596965,-2261.719299,15169.339144
2025-12-22 14:00:00,60.094077,5740.288843,997.210814,9625.361142,0.0,5094.846718,308.40532199999996,17587.78382,-1649.656802,15648.162872
2025-12-22 15:00:00,59.967777,5976.033386,997.376712,10209.112973,0.0,5093.805888,271.470856,16958.380343,-2105.7988290000003,16312.677092
2025-12-22 16:00:00,60.042601000000005,6472.280458,1056.742123,12159.420183999999,0.0,5093.87521,194.48107,12431.168276,-1013.4988450000001,17463.010197
2025-12-22 17:00:00,60.01646,8062.3499759999995,1660.267302,14130.372303,0.0,5094.255521,2951.622722,2423.75348,-107.456665,19702.820674000002
2025-12-22 18:00:00,59.940273,8739.873964999999,1557.1455780000001,14066.318772,1.23221,5094.138937,2416.7015650000003,1.603737,-228.629244,22793.997106000003
2025-12-22 19:00:00,59.951454,7982.830683,1455.880805,13555.599373000001,1.146474,5094.296114,1065.425687,0.00835,-189.56633,24952.386452
2025-12-22 20:00:00,59.911452,7376.933019,1482.459354,13490.280581,1.14937,5092.595935,534.41159,0.002754,-239.627645,25187.24591
2025-12-22 21:00:00,59.978128,7378.856731,1498.393531,12693.759221,1.144259,5092.7271820000005,497.305158,0.00033,-282.105769,25081.839688
2025-12-22 22:00:00,59.961558,7041.684489,1367.1045370000002,11931.670247,1.139868,5092.8349259999995,101.190226,0.000318,-350.972709,25177.645513
2025-12-22 23:00:00,60.05169,6497.151951,1326.639134,11236.810397000001,0.290169,5092.570672,57.439248,0.015844,-495.949151,24687.866953
2025-12-23 00:00:00,63.141169,6006.369723,920.902279,10956.569229,4.54321,5092.575672999999,60.77626,0.003316,-1096.800004,24326.716081
2025-12-23 01:00:00,63.258536,5747.423586,567.352579,10425.212434000001,0.0,5092.675913,80.74534299999999,0.0011350000000000002,-1679.680382,24534.517291
2025-12-23 02:00:00,63.28741,5555.002921,561.224512,10043.985038,0.0,5093.156790999999,70.692196,0.000306,-1774.141794,24242.058667999998
